text,named_ents
when did you last pass urine (prior to passing this sample)	time (24 hr clock),"[('24 hr clock', 66, 77, 'TIME')]"
have you sent back your birth details?,[]
"during the past seven days have you taken any pills, tonics or tablets to supplement your diet?	 (e.g. vitamins, minerals, iron tablets, folic acid, fish oils etc.)","[('the past seven days', 7, 26, 'DATE')]"
time finished last meal or snack (24hr clock),[]
what is the woman using?  enter current/most recent in first box and give the code number from the prompt card if possible otherwise give the name(s) or as close to it/them as possible,"[('first', 55, 60, 'ORDINAL')]"
date of examination,[]
time taken for this interview,[]
ref. no.,[]
name of doctor making examination,[]
name,[]
address,[]
school,[]
check on past information,[]
school,[]
has this child started her periods?,[]
l.e.a.,[]
are there any signs of breast development?,[]
how many times has this child been seen by a dentist during the last year? ... times,"[('the last year', 60, 73, 'DATE')]"
pulse rate at beginning of examination ... per minute,[]
new address,[]
speech.,[]
drums. left,[]
tonsils.,[]
parent or relative attending with child,[]
does this child wear glasses?,[]
squint.,[]
eye dominance,[]
if this child is living but the form cannot be completed please state the reason here :,[]
"has this child, during the last year, had a fit or convulsion or lost consciousness?","[('the last year', 23, 36, 'DATE')]"
"has this child, during the last year, had recurrent attacks of vomiting (i.e. out of sorts at least 12 hours and at least one vomit)?","[('the last year', 23, 36, 'DATE'), ('at least 12 hours', 91, 108, 'TIME'), ('at least one', 113, 125, 'CARDINAL')]"
what is your assessment of this child's hearing?,[]
details of any other cardiac abnormalities not noted above,[]
scales used.,[]
has this child ever had jaundice or putty coloured stools?,[]
murmurs. standing,[]
position of cardiac impulse,[]
eye defects not noted above:,[]
external auditory meatus. left,[]
present standing height. (without shoes.) ... ft. ... ins.,[]
do you consider that this child shows any evidence of congenital heart disease?,[]
present weight. (in underpants or knickers only and without shoes. if this is impossible please list the clothes in which he was weighed ... ) ... st. ... lbs. ... ozs.,[]
murmurs. lying,[]
drums. right,[]
colour of pillars of fauces.,[]
external auditory meatus. right,[]
do you consider that this child shows any evidence of rheumatic heart disease?,[]
has this child had any attacks of abdominal pain during the last year?,"[('the last year', 56, 69, 'DATE')]"
orthopaedic defects.,[]
lymphatic glands axilla,[]
pulse rate at end of examination ... per minute.,[]
"has this child, during the last year, had an attack of asthma?","[('the last year', 23, 36, 'DATE')]"
has this child been circumcised?,[]
please describe the condition of the first premolar teeth number non-carious,"[('first', 37, 42, 'ORDINAL')]"
lymphatic glands neck (exc. tonsillar glands),[]
please describe the condition of the first premolar teeth number missing,"[('first', 37, 42, 'ORDINAL')]"
are you in any way worried about this child's health?,[]
is this child now dry by night?,"[('night', 25, 30, 'TIME')]"
lymphatic glands groin,[]
remarks on other abnormalities or deformities not reported above,[]
name and address of hospital where investigated name,[]
are there any palpable masses?,[]
physical development.,[]
is there any evidence of umbilical hernia?,[]
is any pigmented pubic hair visible?,[]
name and address of hospital where investigated address,[]
nails and fingers.,[]
please describe the condition of the first premolar teeth number filled,"[('first', 37, 42, 'ORDINAL')]"
what treatment is being given?,[]
"is this child hard of hearing sometimes, or all the time?",[]
are there any abnormal signs present in the lungs?,[]
are both testicles in the scrotal sac?,[]
skin.,[]
is there an impulse on coughing when a finger is inserted into the inguinal canal?,[]
"please describe the condition of the first premolar teeth  number decayed, not filled","[('first', 37, 42, 'ORDINAL')]"
alertness and activity.,[]
is there any abdominal distention?,[]
"during the last year, has this child been treated for heart trouble?","[('the last year', 7, 20, 'DATE')]"
which hand does this child use to write with or draw with?,[]
"ask the child to pick up a ball placed directly in front of him, and to throw it as accurately as possible into a box. note which hand is used. repeat three times.","[('three', 151, 156, 'CARDINAL')]"
about how often does he have these attacks?,[]
please describe,[]
"are these attacks associated with any particular circumstances? if so, please give details",[]
please give details,[]
point of maximum intensity?,[]
timing of the murmur?,[]
"does this child, in your opinion, need speech therapy?",[]
"if so, where?",[]
please describe,[]
is there a palpable thrill?,[]
are there any other manifestations of rheumatic disease,[]
how many fits or convulsions has he had during the last year? ... fits and convulsions,"[('the last year', 47, 60, 'DATE')]"
did they occur during an illness or while he was in normal health?,[]
tonsillar glands.,[]
how long do they last? ... hours,[]
size of tonsils.,[]
has a doctor been consulted about his asthma?,[]
please give details,[]
in your opinion should this child's tonsils be removed?,[]
does he wear a hearing aid?,[]
crypts.,[]
how are you trying to get him dry?,[]
date of death,[]
cause of death (if known),[]
how frequent are his asthmatic attacks?,[]
was a doctor called in or was he taken to hospital?,[]
can the testicle(s) be drawn down into the scrotal sac?,[]
is he hard of hearing when he has colds?,[]
address or name of hospital where death occurred,[]
has the cause of the attacks been investigated?,[]
please describe,[]
did this treatment lead to any restriction of his activities?,[]
please give your reasons for worrying,[]
what treatment was given?,[]
please give your reasons,[]
what arrangements have been made to give him speech therapy,[]
the next questions are concerned with how you are feeling generally. do you often get in a violent rage?,[]
"in the month before the start of the coronavirus outbreak, how many hours did you sleep each night on average? ","[('the month', 3, 12, 'DATE'), ('each night', 88, 98, 'TIME')]"
"in the last seven days, on how many days did you keep in contact with family or friends you do not live with by email or text or other electronic messaging?","[('the last seven days', 3, 22, 'DATE')]"
"please use the space below to express in your own words the main ways the coronavirus outbreak has affected your life and/or your loved ones so far, and what you think the effects might be in the future. you can write as much or little as you like, and cover any topic you choose.",[]
the next questions are concerned with how you are feeling generally. are you easily upset or irritated?,[]
"in the month before the start of the coronavirus outbreak, how many portions of fresh fruit and vegetables did you eat in a typical day?","[('the month', 3, 12, 'DATE')]"
"since the start of the coronavirus outbreak, how often have you had a drink containing alcohol?",[]
the next questions are concerned with how you are feeling generally. do you often feel miserable or depressed?,[]
the next questions are concerned with how you are feeling generally. do you often suddenly become scared for no good reason?,[]
"how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? housework (e.g. cleaning, laundry, cooking, diy) ... number of hours","[('a typical week day', 80, 98, 'DATE'), ('hours', 200, 205, 'TIME')]"
the next questions are concerned with how you are feeling generally. do you often get worried about things?,[]
how many hours in total have you been spending outside of your home on a typical week day since the coronavirus outbreak began? ,"[('a typical week day', 71, 89, 'DATE')]"
"now thinking about the time since the coronavirus outbreak, have you (or your partner if you have one) made any new claims for the following? ",[]
"have you had any surgery, medical procedures or any other medical appointments cancelled since the outbreak of the coronavirus?",[]
which of the following statements best describes the food eaten in your household since the coronavirus outbreak began?,[]
"have you received a letter or text message from the nhs or chief medical officer saying that you have been identified as someone at risk of severe illness if you catch coronavirus, because you have an underlying disease or health condition?","[('nhs', 52, 55, 'ORG')]"
the next questions are concerned with how you are feeling generally. are you constantly keyed up and jittery?,[]
"in the last seven days, on how many days did you talk to family or friends you do not live with via phone or video calls?","[('the last seven days', 3, 22, 'DATE')]"
"in the 3 months before the coronavirus outbreak, how well would you say you personally were managing financially?","[('the 3 months', 3, 15, 'DATE')]"
"on a scale from 0-10, where 0 is 'never' and 10 is 'always', how willing to take risks would say you are?","[('0-10', 16, 20, 'CARDINAL'), ('10', 45, 47, 'CARDINAL')]"
"overall, how satisfied are you with your life nowadays, where 0 means 'not at all' and 10 means 'completely'?","[('10', 87, 89, 'CARDINAL')]"
" do you have a garden, a patio or yard, a roof terrace or large balcony? ",[]
"on a scale from 0-10, where 0 is 'never' and 10 is 'always', how patient would you say you are?","[('0-10', 16, 20, 'CARDINAL'), ('10', 45, 47, 'CARDINAL')]"
if you were sick in bed how much could you count on the people around you to help out?,[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? home schooling your children (if you have any) ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 198, 203, 'TIME')]"
"in the last seven days, on how many days did you give help to people outside of your household affected by coronavirus or the current restrictions?","[('the last seven days', 3, 22, 'DATE')]"
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? socialising with non-household members in person ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 200, 205, 'TIME')]"
"the next question is about the extent to which you are complying with the social distancing guidelines issued by the government. on a scale from 0 to 10, where 0 means that you are 'not complying at all' and 10 means you are 'fully complying', how much would you say you are complying with the guidelines?","[('0 to 10', 145, 152, 'CARDINAL'), ('10', 208, 210, 'CARDINAL')]"
have you been tested for coronavirus?,[]
"in the month before the start of the coronavirus outbreak, on how many days in a typical week did you do 30 minutes or more of exercise where you are working hard enough to raise your heart rate and break into a sweat?","[('the month', 3, 12, 'DATE'), ('30 minutes', 105, 115, 'TIME')]"
how often do you feel isolated from others?,[]
"how many rooms are there in the home where you are currently living, not counting kitchens, bathrooms, toilets, halls and garages?",[]
the next questions are concerned with how you are feeling generally. does your heart often race like mad?,[]
the next question is about your weight. would you prefer to report your weight in kilograms or stones and pounds?,[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? paid work ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 161, 166, 'TIME')]"
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? physical activity / exercise ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 180, 185, 'TIME')]"
"please enter the postcode of the address at which you are currently living, even if this is a temporary address. ",[]
have you experienced any of the following symptoms in the past 2 weeks?,"[('the past 2 weeks', 54, 70, 'DATE')]"
"now thinking about electronic cigarettes or vaping devices, which of these statements applies to you?",[]
"how often has your household used a food bank, or similar service, since the coronavirus outbreak began?",[]
"since the start of the coronavirus outbreak, on how many days in a typical week did you do 30 minutes or more of exercise where you are working hard enough to raise your heart rate and break into a sweat?","[('30 minutes', 91, 101, 'TIME')]"
"since the start of the coronavirus outbreak, how many hours have you slept each night on average? ",[]
how often do you feel that you lack companionship?,[]
"in general, would you say your health is...",[]
"how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? other interactive activities with children (e.g. reading to them, playing games with them, painting/drawing with them, doing puzzles together). ... number of hours","[('a typical week day', 80, 98, 'DATE'), ('hours', 295, 300, 'TIME')]"
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? caring for someone other than a child ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 189, 194, 'TIME')]"
"how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? other leisure activities and hobbies (e.g. tv, gaming, reading, news, listening to music, gardening, online shopping, mealtime, relaxing) ... number of hours","[('a typical week day', 80, 98, 'DATE'), ('hours', 289, 294, 'TIME')]"
how often do you feel left out?,[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? travelling for work ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 171, 176, 'TIME')]"
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? other ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 157, 162, 'TIME')]"
"on a scale from 0-10 where 0 means you are 'not at all trusting' and 10 means you are 'extremely trusting', how trusting are you that british governments, of any party, place the needs of the nation above the needs of their own political party?","[('0-10', 16, 20, 'CARDINAL'), ('10', 69, 71, 'CARDINAL'), ('british', 134, 141, 'NORP')]"
"on a scale from 0-10 where 0 means you are 'not at all trusting' of other people and 10 means you are 'extremely trusting' of other people, how trusting of other people would you say you are?","[('0-10', 16, 20, 'CARDINAL'), ('10', 85, 87, 'CARDINAL')]"
how often do you feel lonely?,[]
"in general, in the 3 months before the coronavirus outbreak would you say your health was...","[('the 3 months', 15, 27, 'DATE')]"
which of these statements applies to you?,[]
do you think that you have or have had coronavirus?,[]
"since the coronavirus outbreak, have you used any of the following?",[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? volunteering / unpaid work (not for your household) ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 203, 208, 'TIME')]"
"in the three months before the coronavirus outbreak, have you (or your partner if you have one) received any of the following? ","[('the three months', 3, 19, 'DATE')]"
"in the last seven days, on how many days did you take part in an online community activity, e.g. an online community group, online chat group, street or neighbourhood social media group?","[('the last seven days', 3, 22, 'DATE')]"
"how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? socialising with non-household members via telephone, video-calling or messaging ... number of hours","[('a typical week day', 80, 98, 'DATE'), ('hours', 232, 237, 'TIME')]"
the next questions are concerned with how you are feeling generally. does every little thing get on your nerves and wear you out?,[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? formal learning as part of a course ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 187, 192, 'TIME')]"
"in the last seven days, on how many days did you meet up in person with any of your family or friends who do not live with you?","[('the last seven days', 3, 22, 'DATE')]"
"if you needed to talk about your problems and private feelings, how much would the people around you be willing to listen?",[]
"since the start of the coronavirus outbreak, how many portions of fresh fruit and vegetables have you eaten in a typical day?",[]
"overall, how do you feel your current financial situation compares to before the coronavirus outbreak?",[]
"since the coronavirus outbreak, have you or someone you live with had a change in help needed and/or received?",[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? ill in bed ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 162, 167, 'TIME')]"
do you have any of the following?,[]
"in the month before the coronavirus outbreak, how often did you have a drink containing alcohol?","[('the month', 3, 12, 'DATE')]"
the next questions are concerned with how you are feeling generally. do you feel tired most of the time?,[]
how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? shopping or essential appointments ... number of hours,"[('a typical week day', 80, 98, 'DATE'), ('hours', 186, 191, 'TIME')]"
"before the coronavirus outbreak did you or a person you live with usually get help with regular personal tasks (washing, dressing), or domestic tasks (shopping, providing meals) that cannot be managed alone?",[]
"how many hours have you been spending doing each of the following activities on a typical week day since the coronavirus outbreak began? personal care (e.g. taking a shower/bath, grooming, getting dressed etc.) ... number of hours","[('a typical week day', 80, 98, 'DATE'), ('hours', 225, 230, 'TIME')]"
since the coronavirus outbreak please indicate how the following have changed. the amount of conflict i have had with people around me,[]
since the coronavirus outbreak please indicate how the following have changed. the amount of trust i have in the government,[]
"over the last 2 weeks, how often have you been bothered by the following problems? not being able to stop or control worrying","[('the last 2 weeks', 5, 21, 'DATE')]"
home visits for the 'life in your early 60s' survey began in january but have been paused because of the coronavirus outbreak. as we do not know when social distancing rules will allow us to restart home visits we are considering whether to ask study members to take part in the life in your early 60s survey in other ways. would you be willing to take part in any of the following ways?,"[(""early 60s'"", 34, 44, 'DATE'), ('january', 61, 68, 'DATE'), ('early 60s', 292, 301, 'DATE')]"
the email address we currently hold for you is ${e://field/recipientemail}. is this the best email address to use to contact you?,[]
how many people do you currently live with?,[]
"finally – we’d like to ask you to download a covid-19 symptoms tracker app. many people are recording symptoms of covid-19 using specially designed symptom tracker apps. these are helping to slow the outbreak, by recording which symptoms are most common, and identifying high risk areas in the uk. as a member of ncds you can play a special role. we have teamed up with the organisations running the covid-19 symptom tracker, designed by kings college london, to allow the results from the symptoms tracker app to be combined with the information held by ncds. all you need to do is to download the app on your mobile device, and record your symptoms every day. if you have already been recording your symptoms using this app, the symptoms you have already recorded can also be linked. please click here(https://covid.joinzoe.com/) to download the app. you can download the symptoms tracker and start recording your symptoms at any time. you can also find the link to download the symptoms tracker app on our study website (https://ncds.info/faqs/#covid19tracker). if you do not wish your information held by ncds to be linked to information collected by the covid-19 symptom tracker app please tick the box below.","[('covid-19', 45, 53, 'CARDINAL'), ('covid-19', 114, 122, 'CARDINAL'), ('uk', 294, 296, 'GPE'), ('covid-19', 400, 408, 'CARDINAL'), ('kings college london', 438, 458, 'ORG'), ('covid-19', 1159, 1167, 'CARDINAL')]"
"over the last 2 weeks, how often have you been bothered by the following problems? feeling nervous, anxious or on edge","[('the last 2 weeks', 5, 21, 'DATE')]"
since the coronavirus outbreak please indicate how the following have changed. the amount of stress i've been feeling,[]
"over the last 2 weeks, how often have you been bothered by the following problems? little interest or pleasure in doing things","[('the last 2 weeks', 5, 21, 'DATE')]"
have there been any changes to the people you are living with since the coronavirus outbreak?,[]
"over the last 2 weeks, how often have you been bothered by the following problems? feeling down, depressed or hopeless","[('the last 2 weeks', 5, 21, 'DATE')]"
since the coronavirus outbreak please indicate how the following have changed. the amount of trust i have in people in my local area,[]
"which of these best describes what you were doing just before the coronavirus outbreak? if you were doing more than one activity, please choose the activity that you spent most time doing.","[('more than one', 106, 119, 'CARDINAL')]"
do you have any children who you do not live with? ,[]
were you studying or doing your apprenticeship full or part time?,[]
where were you studying or doing your apprenticeship?,[]
"in the month before the coronavirus outbreak, how many cigarettes a day did you usually smoke?","[('the month', 3, 12, 'DATE')]"
"since the start of the coronavirus outbreak, how many standard alcoholic drinks do you have on a typical day when you were drinking?",[]
"in the month before the coronavirus outbreak, how many standard alcoholic drinks have you had on a typical day when you were drinking?","[('the month', 3, 12, 'DATE')]"
"since the start of the coronavirus outbreak, how often have you found you were not able to stop drinking once you had started?",[]
what is your weight in stones and pounds? stone ... pounds,[]
"since the start of the coronavirus outbreak, how often have you failed to do what was expected of you because of drinking?",[]
"since the start of the coronavirus outbreak, how many cigarettes a day have you typically smoked?",[]
"since the start of the coronavirus outbreak, has a relative, friend, doctor or health worker been concerned about your drinking or advised you to cut down?",[]
was this apprenticeship a full time course at a college or training centre?,[]
"since the start of the coronavirus outbreak, has the amount you have been using an electronic cigarette or vaping device changed?",[]
what is your weight in kilograms?,[]
and which of these best describes what you are doing now - that is since the coronavirus outbreak?,[]
how many of your children do you currently live with?,[]
"on a scale from 1 to 7, where ‘1’ means that you are ‘very unhappy’ and ‘7’ means that you are ‘very happy’, how happy is your relationship with your partner at the moment, all things considered?","[('1 to 7', 16, 22, 'CARDINAL')]"
what is the duration of the course or apprenticeship?,[]
and which of these would you say best describes your partner’s situation now - that is since the coronavirus outbreak?,[]
are you or your partner (if you have one) currently pregnant?,[]
"have you sought medical advice in relation to any symptoms you have had, which you think may be caused by coronavirus?",[]
have any of the following occurred since the coronavirus outbreak?,[]
have you started living with your partner since the coronavirus outbreak ?,[]
what was the result of your coronavirus test? if you had more than one test please report the findings of the latest test.,"[('more than one', 57, 70, 'CARDINAL')]"
"in the boxes below please write the full name of the school, college, university or other organisation at which you were studying or doing your apprenticeship, and the town in which it is in: name: ... town:",[]
please enter below the best email address to use to contact you in the future.,[]
have any of the following occurred since the coronavirus outbreak?,[]
what is the name of the course you were studying?,[]
which of these statements best describes the change in help needed or received?,[]
have you been in hospital because of coronavirus symptoms?,[]
"altogether, how many hours help did you or someone you live with usually get in a week?","[('a week', 80, 86, 'DATE')]"
has your learning activity changed in any of the following ways since the coronavirus outbreak?,[]
are you in a relationship with someone at the moment?,[]
"since the coronavirus outbreak began, has the amount you have argued with your partner changed?",[]
which of these best describes what your partner was doing just before the coronavirus outbreak?,[]
which course year or year in the apprenticeship are you currently in?,"[('year or year', 13, 25, 'DATE')]"
"since the coronavirus outbreak, how many hours of help have you or someone you typically received each week?","[('each week', 98, 107, 'DATE')]"
who do you currently live with?,[]
"in this job, did you have a zero hours contract?","[('zero hours', 28, 38, 'TIME')]"
have any of the following occurred since the coronavirus outbreak?,[]
what did the firm or organisation you worked for mainly make or do?,[]
please describe in your own words what you mainly did in this job.,[]
"how many hours per week did you usually work, not including meal breaks but including overtime?",[]
was this apprenticeship part of..?,[]
what did your firm or organisation mainly make or do?,[]
and which of these would you say best describes your situation now - that is since the coronavirus outbreak?,[]
what was your job title?,[]
who provided this help?,[]
which of the following best describes your work location since the coronavirus outbreak?,[]
"and how many hours per week do you usually work now, not including meal breaks but including overtime?",[]
"is your partner a key worker, or has their work been classified as critical to the covid-19 response?",[]
did it involve periods of study at a college or training centre?,[]
"and how many hours per week does your partner usually work now, not including meal breaks but including overtime?",[]
"are you a key worker, or has your work been classified as critical to the covid-19 response?",[]
"using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. i am satisfied with the learning resources provided by my learning establishment","[('0 to 10', 17, 24, 'CARDINAL'), ('10', 66, 68, 'CARDINAL')]"
"using a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', please indicate the extent to which you agree or disagree with each of the statements below. i have been able to continue my studies effectively whilst being at home","[('0 to 10', 17, 24, 'CARDINAL'), ('10', 66, 68, 'CARDINAL')]"
which of the following best describes your work location since the coronavirus outbreak?,[]
"how many hours per week did your partner usually work, not including meal breaks but including overtime?",[]
"are you a key worker, or has your work been classified as critical to the covid-19 response?",[]
what was your partner's job title?,[]
"and how many hours per week do you usually work now, not including meal breaks but including overtime?",[]
was this apprenticeship part of..?,[]
who provided this help?,[]
what did the firm or organisation your partner worked for mainly make or do? ,[]
how many weeks pregnant are you/is she?,[]
what did your partner's firm or organisation mainly make or do? ,[]
"in this job, did your partner have a zero hours contract?","[('zero hours', 37, 47, 'TIME')]"
please describe in your own words what your partner mainly did in this job. ,[]
are any of your child(ren) aged between 5 and 16 still physically attending school daily?,"[('between 5 and 16', 32, 48, 'DATE')]"
please give the age of each child you live with ... years old,[]
"before the coronavirus outbreak, which of the following applied to your child(ren) aged 4 or under?","[('4', 88, 89, 'CARDINAL')]"
why is your child(ren) still physically attending school?,[]
which of the following now applies to your child(ren) aged 4 or under?,"[('4', 59, 60, 'CARDINAL')]"
why is your child(ren) still attending day care or school?,[]
space for any additional comments you would like to make,[]
what is your daughter's height (without shoes)? ... feet ... inches or ... metres ... centimetres ,[]
has a doctor ever told your daughter that she had a thyroid problem or asked her to take thyroid medicine or treatment?,[]
what is your daughter's weight (without shoes)? ... stones ... pounds or ... kilos,[]
please give the date on which you completed this questionnaire:,[]
please give the date of birth of your daughter:,[]
has your daughter started her menstrual periods yet?,[]
this questionnaire was completed by: other (please tick and describe),[]
this questionnaire was completed by: mother,[]
this questionnaire was completed by: daughter,[]
"if there are any additional comments about your daughter's physical growth and development that you would like to make, then please do so here:",[]
has she started to have hair growing in the armpits?,[]
"in the past month, what was the average number of times that your daughter participated in vigorous physical activity (such as running, dance, gymnastics, netball, swimming or aerobics)?","[('the past month', 3, 17, 'DATE')]"
put a tick in the box to the right of the drawing that is the closest to the amount of pubic hair  your daughter has.,[]
put a tick in the box to the right of the drawing that is closest to your daughter's current breast stage.,[]
what kind of thyroid problem did the doctor say she had?,[]
has your daughter ever had any of the following symptoms associated with her period? heavy or prolonged bleeding?,[]
when was her first period ?,"[('first', 13, 18, 'ORDINAL')]"
has your daughter ever had any of the following symptoms associated with her period? period-type pains or pain in her pelvic area (lower part of her tummy) for most days of the month even when she is not bleeding?,"[('most days of the month', 160, 182, 'DATE')]"
has your daughter ever had any of the following symptoms associated with her period? severe cramps with her period?,[]
"in the past year, how many days of bleeding has your daughter usually had during each of her periods? ... days","[('the past year', 3, 16, 'DATE')]"
"in the past year, what was the usual length of your daughter's menstrual cycle? in other words, how many days were there from the first day of one period to the first day of the next period? ... days","[('the past year', 3, 16, 'DATE'), ('the first day', 126, 139, 'DATE'), ('one', 143, 146, 'CARDINAL'), ('the first day', 157, 170, 'DATE')]"
how old was your daughter when she had her first period? ... years old,"[('first', 43, 48, 'ORDINAL'), ('years', 61, 66, 'DATE')]"
"has your daughter taken oral contraceptives or birth control pills, for any reason during the past 12 months?","[('the past 12 months', 90, 108, 'DATE')]"
did you contact her doctor for this?,[]
did you contact her doctor for this?,[]
is it probably:,[]
did you contact her doctor for this?,[]
this questionnaire was completed by: toddler's father,[]
space for any additional comments you would like to make:,[]
please give the date on which you completed this questionnaire:,[]
this questionnaire was completed by: someone else (please describe),[]
this questionnaire was completed by: toddler's mother,[]
please give your date of birth:,[]
since the baby was 8 months old: your partner started a new job,"[('8 months old', 19, 31, 'DATE')]"
have you had any of the following since your toddler was 8 months old? other problems (please describe),"[('8 months old', 57, 69, 'DATE')]"
"how would you rate her on these characteristics? helpful, co-operative",[]
since the baby was 8 months old: your partner was in trouble with the law,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you took an examination,"[('8 months old', 19, 31, 'DATE')]"
who decides: when to do repairs or redecorate,[]
how would you rate her on these characteristics? unreliable,[]
"at least once a week do you engage in any regular activity like brisk walking, jogging, cycling, etc. long enough to work up a sweat?",[]
toddlers should be allowed to eat whenever they ask for food,[]
in the past year have you used any homeopathic medicine?,"[('the past year', 3, 16, 'DATE')]"
"since your toddler was 8 months old how often have you taken the following? other pill, medicine, treatment, drug or medicine (please describe each and state how frequently taken)","[('8 months old', 23, 35, 'DATE')]"
since the baby was 8 months old: you were in trouble with the law,"[('8 months old', 19, 31, 'DATE')]"
i feel anxious if someone else is looking after my child,[]
since the baby was 8 months old: you had an accident (please describe),"[('8 months old', 19, 31, 'DATE')]"
which of the following statements about alcohol best applies to your partner:,[]
do you sometimes feel panicky?,[]
how many times a month does your partner go out and do things on her own or with friends?,[]
i really cannot bear it when my child cries,[]
which of the following would you say describes your health now?,[]
who does these various household tasks? shopping for groceries,[]
do you feel uneasy and restless?,[]
since the baby was 8 months old: one of your children died,"[('8 months old', 19, 31, 'DATE'), ('one', 33, 36, 'CARDINAL')]"
the best way to calm a child is to cuddle him/her,[]
how many people (including your partner) talk to you about their personal problems or their private  feelings?,[]
how often recently have you been irritable with your partner?,[]
i am glad that we had this child when we did,[]
my partner provides the emotional support i need,[]
parenthood is something a man learns naturally,[]
do you feel strung-up inside?,[]
i feel pretty sure that i'm doing the right thing for my child,[]
your present job or last main job. type of industry or service given (main things done in job):,[]
if you are ill do you take any homeopathic medicine?,[]
since the baby was 8 months old: you were very ill,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: your partner was physically cruel to you,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you were divorced,"[('8 months old', 19, 31, 'DATE')]"
do you or your partner make your own wine or beer?,[]
if all else fails i know the state will support and assist me,[]
since the baby was 8 months old: your income was reduced,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: your partner was emotionally cruel to your children,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you had problems at work,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you became homeless,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: your partner went away,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: your partner had a miscarriage ,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you were admitted to hospital,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: your partner died,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: one of your children was ill,"[('8 months old', 19, 31, 'DATE'), ('one', 33, 36, 'CARDINAL')]"
do you find yourself needing to cry?,[]
is this as often as before your partner became pregnant with your toddler?,[]
my child gives me great joy,[]
how often are you having sexual intercourse now?,[]
do you feel that life is too much effort?,[]
since the baby was 8 months old: you got married,"[('8 months old', 19, 31, 'DATE')]"
how often has she been irritable with you?,[]
can you think as quickly as you used to?,[]
who does these various household tasks? repairs in home,[]
it is a great pleasure to watch my child grow,[]
since the baby was 8 months old: your house or car was burgled,"[('8 months old', 19, 31, 'DATE')]"
since the baby was 8 months old: you were physically cruel to your children,"[('8 months old', 19, 31, 'DATE')]"
your present job or last main job. please tick which of the following apply to you:,[]
have you felt as though you might faint?,[]
"how would you rate her on these characteristics? cheerful, easygoing",[]
"how many days in the past month do you think she had the equivalent of 2 pints of beer, 4 glasses of wine or 4 pub measures of spirit?","[('the past month', 17, 31, 'DATE'), ('2 pints', 71, 78, 'QUANTITY'), ('4', 88, 89, 'CARDINAL'), ('4', 109, 110, 'CARDINAL')]"
how difficult at the moment do you find it to afford these items: clothing,[]
how many people are there among your family and friends from whom you could borrow 100 if you  needed to?,"[('100', 83, 86, 'CARDINAL')]"
i am afraid to be left alone with the toddler because i think i might be violent,[]
since the baby was 8 months old: you had a major financial problem,"[('8 months old', 19, 31, 'DATE')]"
if i was in financial difficulty i know my family would help if they could,[]
do you have to make a special effort to face up to a crisis or difficulty?,[]
since your toddler was 8 months old have you had to go and stay in hospital?,"[('8 months old', 23, 35, 'DATE')]"
